name,ver,size,deps,reqBy,reason,installed,desc
"python-ujson","5.11.0-2",157442,"python","","1","1768133969","Ultra fast JSON encoder and decoder for Python"
"kwallet","6.23.0-1",2477004,"gcc-libs glib2 glibc gpgmepp kcolorscheme kconfig kcoreaddons kcrash kdbusaddons ki18n knotifications kwidgetsaddons kwindowsystem libgcrypt libsecret qca-qt6 qt6-base","","1","1771691678","Secure and unified container for user passwords"
"lmdb","0.9.34-1",422913,"glibc","","1","1772802691","Symas Lightning Memory-Mapped Database"
"libbytesize","2.12-3",94738,"glibc gmp mpfr pcre2","","1","1768657449","A tiny library providing a C ""class"" for working with arbitrary big sizes in bytes"
"licenses","20240728-1",1617309,"","","1","1760765879","A set of common license files"
"libvorbis","1.3.7-4",874147,"glibc libogg libogg.so=0-64","","1","1760794778","Reference implementation of the Ogg Vorbis audio format"
"poppler-qt6","26.02.0-2",890791,"poppler=26.02.0 qt6-base lcms2 freetype2 libgcc libstdc++ glibc","","1","1772285550","Poppler Qt6 bindings"
"fftw","3.3.10-8",9236609,"bash glibc libgcc libgomp libquadmath","","1","1771691677","A library for computing the discrete Fourier transform (DFT)"
"xcb-util-image","0.4.1-3",54318,"libxcb xcb-util glibc","","1","1760794840","Utility libraries for XC Binding - Port of Xlib's XImage and XShmImage functions"
"lm_sensors","1:3.6.2-1",498326,"bash glibc","","1","1760793380","Collection of user space tools for general SMBus access and hardware monitoring"
"brotli","1.2.0-1",1082551,"glibc","","1","1768133965","Generic-purpose lossless compression algorithm"
"libwebp","1.6.0-2",1085357,"glibc","","1","1760793800","WebP image codec library"
"pambase","20250719-1",2794,"","","1","1760765879","Base PAM configuration for services"
"ca-certificates","20240618-1",0,"ca-certificates-mozilla","","1","1760765879","Common CA certificates - default providers"
"links","2.30-2",1736516,"brotli libbrotlidec.so=1-64 bzip2 libbz2.so=1.0-64 glibc gpm libgpm.so=2-64 libevent libevent-2.1.so=7-64 openssl libcrypto.so=3-64 libssl.so=3-64 xz liblzma.so=5-64 zstd libzstd.so=1-64 zlib libz.so=1-64","","","1772285549","A text WWW browser, similar to Lynx"
"gsettings-desktop-schemas","49.1-1",5970691,"gsettings-system-schemas=49.1-1 adwaita-fonts dconf","","1","1760793797","GSettings schemas for GNOME desktop components"
"cmake","4.2.3-1",97415911,"cppdap curl expat gcc-libs glibc hicolor-icon-theme jsoncpp libarchive libuv ncurses rhash zlib","","","1769654416","A cross-platform open-source make system"
"libxnvctrl","590.48.01-1",468633,"libxext","","1","1766455300","NVIDIA NV-CONTROL X extension"
"libdisplay-info","0.3.0-1",409003,"glibc","","1","1760794778","EDID and DisplayID library"
"aws-c-auth","0.9.5-1",365636,"aws-c-cal aws-c-common aws-c-http aws-c-io aws-c-sdkutils glibc","","1","1768657448","C99 library implementation of AWS client-side authentication: standard credentials providers and signing"
"mjpegtools","2.2.1-3",2325075,"bash gcc-libs glibc libdv libjpeg-turbo libpng","","1","1767561070","Video capture, editing, playback and compression to MPEG of MJPEG video"
"kiconthemes","6.23.0-1",619063,"breeze-icons gcc-libs glibc karchive kcolorscheme kconfig ki18n kwidgetsaddons qt6-base qt6-svg","","1","1771691678","Support for icon themes"
"alsa-ucm-conf","1.2.15.3-1",645355,"","","1","1769309370","ALSA Use Case Manager configuration (and topologies)"
"qrencode","4.1.1-4",113218,"libpng","","1","1767561070","C library for encoding data in a QR Code symbol."
"nvidia-open","590.48.01-15",8846019,"linux nvidia-utils=590.48.01 libglvnd","","","1772802694","NVIDIA open kernel modules"
"svt-av1","4.0.1-1",5519874,"glibc","","1","1770172978","Scalable Video Technology AV1 encoder and decoder"
"at-spi2-core","2.58.3-1",4159826,"bash dbus gcc-libs glib2 glibc gsettings-desktop-schemas libx11 libxi libxtst systemd-libs xorg-xprop","","1","1768133966","Protocol definitions and daemon for D-Bus at-spi"
"python-lsp-server","1.14.0-1",826663,"python-black python-jedi python-lsp-jsonrpc python-pluggy python-ujson python-websockets python-docstring-to-markdown","","","1768133969","Fork of the python-language-server project, maintained by the Spyder IDE team and the community"
"python-psutil","7.2.2-1",1194837,"glibc python","","1","1770172978","A cross-platform process and system utilities module for Python"
"libnftnl","1.3.1-1",262888,"libmnl","","1","1765251349","Netfilter library providing interface to the nf_tables subsystem"
"glibc","2.43+r5+g856c426a7534-1",51282372,"linux-api-headers>=4.10 tzdata filesystem","","1","1771691675","GNU C Library"
"iniparser","4.2.6-2",56840,"glibc","","1","1760831983","A free stand-alone ini file parsing library written in portable ANSI C"
"google-glog","0.7.1-1",403443,"gcc-libs gflags glibc","","1","1766961465","Logging library for C++"
"pango","1:1.57.0-2",2444279,"cairo fontconfig freetype2 fribidi glib2 glibc harfbuzz libsysprof-capture libthai libx11 libxft libxrender","","1","1760793800","A library for layout and rendering of text"
"python-iniconfig","2.1.0-3",52400,"python","","1","1768133969","brain-dead simple config-ini parsing"
"libfontenc","1.1.9-1",36682,"zlib glibc xorg-fonts-encodings","","1","1770690752","X11 font encoding library"
"pcre","8.45-4",3667029,"glibc gcc-libs readline zlib bzip2 bash","","1","1760832001","A deprecated library that implements Perl 5-style regular expressions"
"avahi","1:0.9rc3-1",2071700,"bash dbus expat gdbm glib2 glibc libcap libdaemon systemd-libs libdbus-1.so=3-64","","1","1769908516","Service Discovery for Linux using mDNS/DNS-SD (compatible with Bonjour)"
"enchant","2.8.15-1",285735,"gcc-libs glib2 glibc","","1","1772802694","A wrapper library for generic spell checking"
"aalib","1.4rc5-19",291082,"glibc gpm libx11 ncurses slang","","1","1761447775","ASCII art graphic library"
"libxrender","0.9.12-1",96623,"libx11 glibc xorgproto","","1","1760793800","X Rendering Extension client library"
"python-packaging","26.0-1",931379,"python","","1","1769309372","Core utilities for Python packages"
"seatd","0.9.3-1",114895,"systemd-libs","","1","1772802694","A minimal seat management daemon, and a universal seat management library"
"kdsoap-qt6","2.2.0-1",1342205,"gcc-libs glibc qt6-base","","1","1763313617","Qt-based client-side and server-side SOAP component"
"libmspack","1:1.11-1",167663,"glibc","","1","1770434335","A library for Microsoft compression formats"
"wl-clipboard","1:2.2.1-3",102679,"glibc wayland","","","1772373751","Command-line copy/paste utilities for Wayland"
"bzip2","1.0.8-6",148479,"glibc sh","","1","1760765879","A high-quality data compression program"
"emacs-wayland","30.2-1",283256809,"gmp gnutls lcms2 libacl.so=1-64 libasound.so=2-64 libgccjit libdbus-1.so=3-64 libfontconfig.so=1-64 libfreetype.so=6-64 libgdk-3.so=0-64 libgdk_pixbuf-2.0.so=0-64 libgif.so=7-64 libgio-2.0.so=0-64 libglib-2.0.so=0-64 libgobject-2.0.so=0-64 libgpm.so=2-64 libgtk-3.so=0-64 libharfbuzz.so=0-64 libice libjpeg.so=8-64 libncursesw.so=6-64 libotf libpango-1.0.so=0-64 libpng librsvg-2.so=2-64 libsm sqlite libsqlite3.so=0-64 libsystemd.so=0-64 libtiff.so=6-64 libtree-sitter.so=0.25-64 libwebp.so libwebpdemux.so=2-64 libxfixes libxml2.so=16-64 m17n-lib zlib","","","1762609167","The extensible, customizable, self-documenting real-time display editor with PGTK enabled"
"python-lsp-jsonrpc","1.1.2-6",79112,"python-ujson","","1","1768133969","Fork of the python-jsonrpc-server project, maintained by the Spyder IDE team and the community"
"libsodium","1.0.21-1",626971,"glibc","","1","1772802693","A modern, portable, easy to use crypto library"
"libinih","62-2",66457,"libgcc libstdc++ glibc","","1","1772285549","A simple .INI file parser written in C"
"raptor","2.0.16-9",2086525,"glibc libxml2 libxslt curl libcurl.so=4-64 icu libicuuc.so=78-64","","1","1767561070","A C library that parses RDF/XML/N-Triples into RDF triples"
"gtest","1.17.0-2",1706588,"glibc libgcc libstdc++","","1","1771691676","Google Test - C++ testing utility"
"libshout","1:2.4.6-5",206621,"libvorbis libtheora speex openssl","","1","1761447775","Library for accessing a shoutcast/icecast server"
"egl-wayland2","1.0.0.rc.r57.g1893c37-1",92018,"eglexternalplatform mesa glibc libdrm wayland","","1","1768657448","EGLStream-based Wayland external platform (2)"
"duckdb","1.4.4-3",83304933,"glibc libgcc libstdc++","","","1772285549","An analytical in-process SQL database management system"
"gmp","6.3.0-3",1061616,"libgcc libstdc++ glibc","","1","1771691676","A free library for arbitrary precision arithmetic"
"powertop","2.15-2",506006,"gcc-libs libnl ncurses pciutils","","","1763925742","A tool to diagnose issues with power consumption and power management"
"libblockdev-crypto","3.4.0-2",78995,"cryptsetup libcryptsetup.so=12-64 gcc-libs glib2 libglib-2.0.so=0-64 glibc keyutils libkeyutils.so=1-64 libblockdev=3.4.0 libbd_utils.so=3-64 nss util-linux-libs libblkid.so=1-64 volume_key","","1","1768133967","A library for manipulating block devices - crypto support"
"visual-studio-code-bin","1.109.2-1",478655661,"libxkbfile gnupg gtk3 libsecret nss gcc-libs libnotify libxss glibc lsof shared-mime-info xdg-utils alsa-lib","","","1771081976","Visual Studio Code (vscode): Editor for building and debugging modern web and cloud applications (official binary version)"
"qt6-translations","6.10.2-1",16023692,"","","1","1769908516","A cross-platform application and UI framework (Translations)"
"libxmlb","0.3.25-1",1258957,"gcc-libs glibc glib2 libstemmer xz zstd","","1","1770172978","Library to help create and query binary XML blobs"
"lilv","0.26.4-1",290860,"glibc serd libserd-0.so=0-64 sord libsord-0.so=0-64 sratom libsratom-0.so=0-64 lv2 zix","","1","1771691680","A C library interface to the LV2 plug-in standard"
"python-tqdm","4.67.3-1",646782,"python","","1","1770690753","Fast, Extensible Progress Meter"
"ncdu","2.9.2-1",541476,"ncurses glibc zstd libncursesw.so=6-64 libzstd.so=1-64","","","1765636027","Disk usage analyzer with an ncurses interface"
"breeze-icons","6.23.0-1",86949472,"glibc qt6-base","","1","1771691678","Breeze icon theme"
"libnsl","2.0.1-1",71746,"glibc libtirpc","","1","1760765879","Public client interface library for NIS(YP)"
"python","3.14.3-1",75684892,"bzip2 expat gdbm libffi libnsl libxcrypt openssl zlib tzdata mpdecimal zstd","","1","1771691677","The Python programming language"
"ttf-liberation","2.1.5-2",4364854,"","","1","1760803233","Font family which aims at metric compatibility with Arial, Times New Roman, and Courier New"
"cuda","13.1.1-1",4999391335,"opencl-nvidia python gcc","","","1768360854","NVIDIA's GPU programming toolkit"
"qt6-declarative","6.10.2-1",116684692,"gcc-libs glibc qt6-base","","","1769908517","Classes for QML and JavaScript languages"
"pybind11","3.0.2-1",1203712,"python","","1","1771691681","A lightweight header-only library that exposes C++ types in Python and vice versa"
"gdb-common","17.1-2",1187925,"python guile","","1","1768133968","The GNU Debugger"
"kconfig","6.23.0-1",2314208,"gcc-libs glibc qt6-base qt6-declarative","","1","1771691677","Configuration system"
"qt6-multimedia-ffmpeg","6.10.2-1",2894493,"ffmpeg gcc-libs glibc libglvnd libx11 libxext libxrandr qt6-base qt6-declarative qt6-multimedia","","1","1769908517","FFMpeg backend for qt6-multimedia"
"python-charset-normalizer","3.4.4-2",535650,"python","","1","1768133969","Encoding and language detection alternative to chardet"
"linux-firmware","20260221-1",0,"linux-firmware-amdgpu linux-firmware-atheros linux-firmware-broadcom linux-firmware-cirrus linux-firmware-intel linux-firmware-mediatek linux-firmware-nvidia linux-firmware-other linux-firmware-radeon linux-firmware-realtek","","","1772285550","Firmware files for Linux - Default set"
"plocate","1.1.24-1",519789,"zstd liburing systemd","","","1768657449","Alternative to locate, faster and compatible with mlocate's database."
"twolame","0.4.0-4",248623,"glibc libsndfile","","1","1761447775","An optimized MPEG Audio Layer 2 (MP2) encoder"
"libyaml","0.2.5-3",188816,"glibc","","1","1764362407","YAML 1.1 library"
"perl-error","0.17030-3",42865,"perl","","1","1766455301","Perl/CPAN Error module - Error/exception handling in an OO-ish way"
"neon","0.36.0-1",764507,"ca-certificates expat glibc krb5 openssl zlib","","1","1767561070","HTTP/1.1 and WebDAV client library"
"smbclient","2:4.23.6-1",29775764,"cifs-utils gnutls icu jansson ldb libarchive libbsd libcups libldap libldb.so=2-64 libnsl libreadline.so=8-64 libtdb.so=1-64 libtevent.so=0-64 libwbclient popt python readline talloc tdb tevent","","1","1772802694","Tools to access a server's filespace and printers via SMB"
"xcb-proto","1.17.0-4",1076752,"","","1","1768133966","XML-XCB protocol descriptions"
"libevdev","1.13.6-1",225227,"glibc","","1","1765025751","Wrapper library for evdev devices"
"libxshmfence","1.3.3-1",17293,"glibc","","1","1760793380","a library that exposes a event API on top of Linux futexes"
"noto-fonts-emoji","1:2.051-1",10677810,"","","","1760803882","Google Noto Color Emoji font"
"libtatsu","1.0.5-1",48281,"curl glibc libplist","","1","1760794779","Library handling the communication with Apple's Tatsu Signing Server (TSS)"
"uv","0.10.8-1",55783770,"gcc-libs glibc bzip2","","","1772802695","An extremely fast Python package installer and resolver written in Rust"
"libpciaccess","0.18.1-2",59458,"glibc zlib","","1","1760793380","X11 PCI access library"
"pps-tools","1.0.3-2",64742,"bash","","1","1760794840","LinuxPPS user-space tools"
"python-jaraco.collections","5.1.0-3",112764,"python python-jaraco.text","","1","1768133969","Models and classes to supplement the stdlib 'collections' module."
"zlib","1:1.3.2-2",228580,"glibc","","1","1771691676","Compression library implementing the deflate compression method found in gzip and PKZIP"
"playerctl","2.4.1-5",456515,"glib2 glibc","","1","1766455301","mpris media player controller and lib for spotify, vlc, audacious, bmp, xmms2, and others."
"python-cuda-core","1:0.6.0-1",4676946,"glibc libgcc libstdc++ python python-cuda-bindings python-numpy","","1","1771691681","Pythonic access to CUDA core functionality"
"systemd-sysvcompat","259.3-1",2708,"systemd=259.3","","1","1772802695","sysvinit compat for systemd"
"perl-timedate","2.34-1",149512,"perl","","1","1772802695","Date formating subroutines"
"rav1e","0.8.1-2",7979771,"gcc-libs glibc","","1","1760794778","An AV1 encoder focused on speed and safety"
"vapoursynth","73-2",3203142,"libzimg.so=2-64 python","","1","1768133967","A video processing framework with the future in mind"
"libcanberra","1:0.30+r2+gc0620e4-6",392581,"libvorbis libltdl alsa-lib libpulse tdb sound-theme-freedesktop","","1","1761416032","A small and lightweight implementation of the XDG Sound Theme Specification"
"libnsgif","1.0.0-1",39070,"","","1","1764210337","Decoding library for the GIF image file format"
"l-smash","2.14.5-4",1068386,"glibc","","1","1760794779","MP4 muxer and other tools"
"keyutils","1.6.3-3",211209,"glibc sh","","1","1760765879","Linux Key Management Utilities"
"xdg-desktop-portal-gtk","1.15.3-1",438110,"fontconfig gcc-libs gdk-pixbuf2 glib2 glibc gsettings-desktop-schemas gtk3 xdg-desktop-portal","","1","1760794779","A backend implementation for xdg-desktop-portal using GTK"
"libldac","2.0.2.3-3",100262,"glibc","","1","1772285549","LDAC Bluetooth encoder library"
"openh264","2.6.0-2",2323536,"glibc libgcc libstdc++","","1","1771691680","H.264 encoder and decoder"
"kconfigwidgets","6.23.0-1",1411662,"gcc-libs glibc kcodecs kcolorscheme kconfig kcoreaddons ki18n kwidgetsaddons qt6-base","","1","1771691680","Widgets for KConfig"
"re2","2:2025.11.05-1",625153,"gcc-libs glibc abseil-cpp","","1","1766455301","Fast, safe, thread-friendly regular expression engine"
"dbus-broker-units","37-3",0,"dbus dbus-broker","","1","1771691678","Linux D-Bus Message Broker - Service units"
"yay","12.5.7-1",9901871,"pacman>6.1 git","","","1766619189","Yet another yogurt. Pacman wrapper and AUR helper written in go."
"git-filter-repo","2.47.0-3",825200,"git python","","","1768133968","Quickly rewrite git repository history (filter-branch replacement)"
"grim","1.5.0-2",47077,"cairo libjpeg-turbo wayland","","1","1760831983","Screenshot utility for Wayland"
"libwireplumber","0.5.13-1",1655964,"gcc-libs glibc libglib-2.0.so=0-64 libgmodule-2.0.so=0-64 libgobject-2.0.so=0-64 libgio-2.0.so=0-64 libpipewire-0.3.so=0-64","","1","1767444778","Session / policy manager implementation for PipeWire - client library"
"kdsoap-ws-discovery-client","0.4.0-2",771687,"gcc-libs glibc kdsoap-qt6 qt6-base","","1","1763313617","WS-Discovery client library based on KDSoap"
"libxml2-legacy","2.13.9-2",1778511,"glibc icu xz zlib","","1","1764336025","XML C parser and toolkit (legacy version)"
"libusb","1.0.29-1",228093,"glibc systemd-libs libudev.so=1-64","","1","1763603505","Library that provides generic access to USB devices"
"aws-cli","1.44.39-1",13786524,"python python-botocore python-colorama python-dateutil python-docutils python-jmespath python-pyasn1 python-rsa python-s3transfer python-yaml","","","1771691677","Universal Command Line Interface for Amazon Web Services"
"xf86-input-libinput","1.5.0-1",105608,"libinput glibc","","1","1767359982","Generic input driver for the X.Org server based on libinput"
"speex","1.2.1-2",651795,"gcc-libs libogg speexdsp libogg.so=0-64 libspeexdsp.so=1-64","","1","1760794778","A free codec for free speech"
"alsa-topology-conf","1.2.5.1-4",343788,"","","1","1760794778","ALSA topology configuration files"
"aws-c-mqtt","0.13.4-1",607921,"aws-c-common aws-c-http aws-c-io glibc","","1","1771691676","C99 implementation of the MQTT 3.1.1 specification"
"perl-mailtools","2.22-3",106745,"perl-timedate","","1","1766455301","Various e-mail related modules"
"helix","25.07.1-1",218016732,"gcc-libs glibc hicolor-icon-theme","","","1760834192","A post-modern modal text editor"
"ca-certificates-mozilla","3.121-1",1118370,"ca-certificates-utils>=20181109-3","","1","1772285548","Mozilla's set of trusted CA certificates"
"shadow","4.18.0-1",4103977,"glibc acl libacl.so=1-64 attr libattr.so audit libaudit.so=1-64 libxcrypt libcrypt.so=2-64 pam libpam.so=0-64 libpam_misc.so=0-64","","1","1760765879","Password and account management tool suite with support for shadow files and PAM"
"adwaita-cursors","49.0-1",11963936,"","","1","1760793797","GNOME standard cursors"
"zlib-ng","2.3.3-1",289867,"glibc","","1","1770468720","zlib replacement with optimizations for next generation systems"
"openjph","0.26.3-3",692991,"glibc libgcc libstdc++ libtiff","","1","1772802695","Open-source implementation of JPEG2000 Part-15"
"linux-firmware-realtek","20260221-1",7137273,"linux-firmware-whence","","1","1772285550","Firmware files for Linux - Firmware for Realtek devices"
"libdc1394","2.2.7-1",1550209,"glibc libraw1394 libusb","","1","1767561070","Library to control IEEE 1394 based cameras"
"python-cuda","13.1.1-4",33015,"python-cuda-bindings python-cuda-core python-cuda-pathfinder","","","1771691681","Python interface for CUDA provided by NVIDIA"
"qt6-multimedia","6.10.2-1",6707392,"gcc-libs glibc libpulse pipewire qt6-base qt6-multimedia-backend","","1","1769908517","Classes for audio, video, radio and camera functionality"
"libdaemon","0.14-6",59932,"glibc","","1","1760793800","Lightweight C library that eases the writing of UNIX daemons"
"kcolorscheme","6.23.0-1",165600,"gcc-libs glibc kconfig kguiaddons ki18n qt6-base","","1","1771691677","Classes to read and interact with KColorScheme"
"libgpod","0.8.3-20",1458849,"gdk-pixbuf2 libimobiledevice libplist sg3_utils sqlite usbmuxd libusb glibc zlib glib2 libxml2","","1","1768360855","A shared library to access the contents of an iPod"
"libxfont2","2.0.7-1",237487,"freetype2 libfontenc xorgproto zlib glibc","","1","1760794840","X11 font rasterisation library"
"liburing","2.14-1",470224,"","","1","1770690752","Linux-native io_uring I/O access library"
"volume_key","0.3.12-12",715589,"cryptsetup glib2 glibc gpgme nspr nss util-linux-libs","","1","1768133967","A library for manipulating storage volume encryption keys and storing them separately from volumes to handle forgotten passphrases"
"gperftools","2.17.2-1",2105405,"gcc-libs glibc libunwind","","1","1760793800","Fast, multi-threaded malloc and nifty performance analysis tools"
"pipewire","1:1.6.0-1",3081863,"libpipewire=1:1.6.0-1 libpipewire-0.3.so=0-64 dbus libdbus-1.so=3-64 glib2 libglib-2.0.so=0-64 glibc libgcc ncurses libncursesw.so=6-64 readline libreadline.so=8-64 systemd-libs libsystemd.so=0-64 libudev.so=1-64","","1","1772802694","Low-latency audio/video router and processor"
"base-devel","1-2",0,"archlinux-keyring autoconf automake binutils bison debugedit fakeroot file findutils flex gawk gcc gettext grep groff gzip libtool m4 make pacman patch pkgconf sed sudo texinfo which","","","1760804356","Basic tools to build Arch Linux packages"
"systemd","259.3-1",37863165,"systemd-libs=259.3 acl bash cryptsetup libcryptsetup.so=12-64 dbus dbus-units kbd kmod hwdata libgcrypt libxcrypt libcrypt.so=2-64 libidn2 lz4 pam libelf libseccomp util-linux xz pcre2 audit openssl libcrypto.so=3-64 libssl.so=3-64","","1","1772802692","system and service manager"
"libtiff","4.7.1-1",1324402,"gcc-libs glibc jbigkit libdeflate libjpeg-turbo libjpeg.so=8-64 libwebp xz zlib zstd","","1","1760793800","Library for manipulation of TIFF images"
"ghostscript","10.06.0-1",45872566,"libxt libcups fontconfig zlib libpng libjpeg-turbo jbig2dec libtiff lcms2 libpaper ijs openjpeg2 libidn poppler-data cairo glibc libx11 gdk-pixbuf2 glib2 sh","","","1763819152","An interpreter for the PostScript language"
"libuv","1.52.0-1",665677,"glibc libnsl","","1","1771691680","Multi-platform support library with a focus on asynchronous I/O"
"alsa-card-profiles","1:1.6.0-1",203568,"","","1","1772802691","Low-latency audio/video router and processor - ALSA card profiles"
"libotf","0.9.16-6",255037,"libxaw freetype2","","1","1762609166","OpenType Font library"
"swaybg","1.2.2-1",34411,"wayland cairo gdk-pixbuf2","","","1772285550","Wallpaper tool for Wayland compositors"
"util-linux","2.41.3-2",18665251,"util-linux-libs=2.41.3 coreutils file libmagic.so=1-64 glibc libcap-ng libxcrypt libcrypt.so=2-64 ncurses libncursesw.so=6-64 pam readline shadow systemd-libs libsystemd.so=0-64 libudev.so=1-64 zlib","","1","1768133965","Miscellaneous system utilities for Linux"
"swayidle","1.9.0-1",37047,"wayland systemd","","","1762540487","Idle management daemon for Wayland"
"libdbusmenu-gtk3","18.10.20180917-1",234852,"libdbusmenu-glib at-spi2-core gdk-pixbuf2 glib2 glibc gtk3 pango","","1","1762222214","Library for passing menus over DBus (GTK+ 3 library)"
"dbus","1.16.2-1",1029006,"audit expat glibc libcap-ng systemd-libs libaudit.so=1-64 libcap-ng.so=0-64 libexpat.so=1-64 libsystemd.so=0-64","","1","1760765880","Freedesktop.org message bus system"
"vulkan-icd-loader","1.4.341.0-1",612366,"glibc","","1","1770690752","Vulkan Installable Client Driver (ICD) Loader"
"openssh","10.2p1-2",6678405,"glibc krb5 libkrb5.so=3-64 libgssapi_krb5.so=2-64 libedit libedit.so=0-64 libxcrypt libcrypt.so=2-64 openssl libcrypto.so=3-64 pam libpam.so=0-64 zlib libz.so=1-64","","","1764816696","SSH protocol implementation for remote login, command execution and file transfer"
"texinfo","7.2-1",12064055,"ncurses gzip perl sh","","1","1760804356","GNU documentation system for on-line information and printed output"
"python-pexpect","4.9.0-7",637035,"python python-ptyprocess","","1","1768133969","For controlling and automating applications"
"qt6-5compat","6.10.2-1",2227141,"gcc-libs glibc icu qt6-base qt6-shadertools","","1","1769908517","Module that contains unsupported Qt 5 APIs"
"gsettings-system-schemas","49.1-1",15333,"dconf","","1","1760793797","GSettings schemas for GNOME system components"
"nettle","3.10.2-1",1105477,"glibc gmp","","1","1760765879","A low-level cryptographic library"
"linux","6.19.6.arch1-1",152850964,"coreutils initramfs kmod","","","1772802694","The Linux kernel and modules"
"semver","7.7.4-1",97799,"nodejs","","1","1771691680","The semantic version parser used by npm"
"tcl","8.6.16-1",14257305,"zlib","","1","1766376497","Powerful, easy-to-learn dynamic programming language"
"fcft","3.3.3-1",185797,"fontconfig freetype2 harfbuzz libutf8proc pixman","","1","1767444778","Simple library for font loading and glyph rasterization"
"archlinux-keyring","20260301-1",1791645,"pacman","","1","1772802692","Arch Linux PGP keyring"
"libmikmod","3.3.13-1",651667,"glibc sh","","1","1761449652","Module player library supporting many formats, including MOD, S3M, IT and XM"
"plasma-activities","6.6.2-1",453486,"gcc-libs glibc kconfig kcoreaddons qt6-base","","1","1772802694","Core components for KDE Activities"
"github-cli","2.87.3-1",38433600,"glibc mailcap","","","1772285549","The GitHub CLI"
"htop","3.4.1-1",395818,"libcap libcap.so=2-64 libnl ncurses libncursesw.so=6-64","","","1760810671","Interactive process viewer"
"xorg-xwayland","24.1.9-1",2360785,"nettle libepoxy libxfont2 pixman xorg-server-common libxcvt mesa libglvnd libxau wayland libdrm libtirpc libei libxshmfence libdecor glibc","","1","1762222214","run X clients under wayland"
"python-idna","3.11-2",1241375,"python","","1","1768133969","Internationalized Domain Names in Applications (IDNA)"
"libliftoff","0.5.0-1",44943,"glibc libdrm","","1","1760832369","Lightweight KMS plane library"
"tar","1.35-2",2935811,"glibc acl","","1","1760765879","Utility used to store, backup, and transport files"
"ffmpeg","2:8.0.1-7",48786024,"alsa-lib aom bzip2 cairo dav1d fontconfig freetype2 fribidi glib2 glibc glslang gmp gnutls gsm harfbuzz jack lame libass libavc1394 libbluray libbs2b libdrm libdvdnav libdvdread libgl libiec61883 libjxl libmodplug libopenmpt libplacebo libpulse libraw1394 librsvg libsoxr libssh libtheora libva libvdpau libvorbis libvpx libwebp libx11 libxcb libxext libxml2 libxv ocl-icd onevpl opencore-amr openjpeg2 opus rav1e rubberband sdl2 snappy sndio speex srt svt-av1 v4l-utils vapoursynth vid.stab vmaf vulkan-icd-loader x264 x265 xvidcore xz zeromq zimg zlib libass.so=9-64 libbluray.so=3-64 libbs2b.so=0-64 libdav1d.so=7-64 libfreetype.so=6-64 libharfbuzz.so=0-64 libjxl.so=0.11-64 libopenmpt.so=0-64 libplacebo.so=360-64 librav1e.so=0.8-64 librsvg-2.so=2-64 librubberband.so=3-64 libva.so=2-64 libva-drm.so=2-64 libva-x11.so=2-64 libvidstab.so=1.2-64 libvorbisenc.so=2-64 libvorbis.so=0-64 libvpx.so=11-64 libx264.so=165-64 libx265.so=215-64 libxvidcore.so=4-64 libzimg.so=2-64 libzmq.so=5-64","","1","1771691677","Complete solution to record, convert and stream audio and video"
"hypridle","0.1.7-6",264737,"gcc-libs glibc hyprlang libhyprlang.so=2-64 hyprwayland-scanner sdbus-cpp libsdbus-c++.so=2-64 wayland libwayland-client.so=0-64 wayland-protocols","","","1765025755","hyprland’s idle daemon"
"mesa","1:26.0.1-1",53137366,"expat glibc libdrm libelf libgcc libglvnd libstdc++ libx11 libxcb libxext libxshmfence libxxf86vm llvm-libs lm_sensors spirv-tools wayland zlib zstd","","1","1772285548","Open-source OpenGL drivers"
"poppler-data","0.4.12-2",12941097,"","","1","1763819152","Encoding data for the poppler PDF rendering library"
"freeglut","3.8.0-1",433721,"glibc glu libgl libx11 libxi libxrandr libxxf86vm","","","1763753416","Free OpenGL Utility Toolkit"
"gnutls","3.8.12-2",8441967,"glibc gmp libtasn1 zlib nettle leancrypto libstdc++ libgcc libp11-kit libidn2 zstd libidn2.so=0-64 libunistring brotli","","1","1771691676","A library which provides a secure layer over a reliable transport layer"
"kcrash","6.23.0-1",75626,"gcc-libs glibc kcoreaddons libx11 qt6-base","","1","1771691677","Support for application crash analysis and bug report from apps"
"gtk-layer-shell","0.10.0-1",408553,"gtk3 wayland","","1","1762222214","Library to create Wayland desktop components using the Layer Shell protocol"
"jack2","1.9.22-2",1930572,"alsa-lib libasound.so=2-64 db5.3 dbus libdbus-1.so=3-64 glibc libgcc libsamplerate libsamplerate.so=0-64 libstdc++ opus libopus.so=0-64 systemd-libs libsystemd.so=0-64","","1","1771691677","The JACK low-latency audio server"
"linux-firmware-other","20260221-1",28854605,"","","1","1772285550","Firmware files for Linux - Unsorted firmware for various devices"
"libglvnd","1.7.0-3",3506849,"libxext mesa opengl-driver","","1","1760793380","The GL Vendor-Neutral Dispatch library"
"glu","9.0.3-3",384036,"libgl glibc libstdc++ libgcc","","","1771691679","Mesa OpenGL utility library"
"vim-runtime","9.2.0081-1",40144110,"","","1","1772802695","Vi Improved, a highly configurable, improved version of the vi text editor (shared runtime)"
"fuzzel","1.14.1-1",321176,"cairo fcft fontconfig libfcft.so=4-64 libpng libxkbcommon pixman wayland resvg","","","1772802694","Application launcher for wlroots based Wayland compositors"
"noto-fonts","1:2026.03.01-1",111996025,"","","","1772802694","Google Noto TTF fonts"
"tzdata","2026a-1",1722207,"","","1","1772802691","Sources for time zone and daylight saving time data"
